Name,GP,PTS,FG%,3P%,FT%,REB,AST,STL,BLK,TOV,TARGET_5Yrs
DeMarre Carroll,71,2.9,38.70967741935484,0.0,71.42857142857143,2.1,0.5,0.4,0.1,0.3,1.0
Travis Knight,71,4.8,51.282051282051285,0.0,64.28571428571429,4.5,0.5,0.4,0.8,0.7,1.0
Tom Garrick,71,6.4,49.01960784313726,0.0,77.77777777777777,2.2,3.4,1.1,0.1,1.6,0.0
Kobe Bryant,71,7.6,42.3728813559322,36.8421052631579,82.60869565217392,1.9,1.3,0.7,0.3,1.6,1.0
Al Jefferson,71,6.7,51.92307692307692,0.0,63.15789473684211,4.4,0.3,0.3,0.8,0.9,1.0
Gary Grant,71,11.9,43.589743589743584,33.333333333333336,73.91304347826087,3.4,7.1,2.0,0.1,3.6,1.0
Charles Smith,71,16.3,49.193548387096776,0.0,72.72727272727273,6.5,1.5,1.0,1.3,2.1,0.0
Nate McMillan,71,5.3,47.61904761904762,0.0,60.0,4.7,8.2,1.8,0.6,2.2,1.0
David West,71,3.8,46.875,0.0,72.72727272727272,4.2,0.8,0.4,0.4,0.7,1.0
George Lynch,71,9.6,50.61728395061728,0.0,60.86956521739131,5.8,1.4,1.4,0.4,1.2,1.0
Harvey Grant,71,5.6,45.45454545454545,0.0,62.5,2.3,1.1,0.5,0.4,0.4,1.0
Michael Ruffin,71,2.2,42.10526315789474,0.0,50.0,3.5,0.6,0.4,0.4,0.8,1.0
LaSalle Thompson,71,5.4,52.5,0.0,68.42105263157895,5.3,0.5,0.6,0.9,1.4,1.0
Maurice Taylor,71,11.5,47.36842105263158,0.0,70.58823529411765,4.2,0.7,0.5,0.6,1.5,1.0
Todd Day,71,13.8,42.73504273504274,30.769230769230766,71.42857142857143,4.1,1.6,1.1,0.7,1.7,1.0
Thomas Robinson,70,4.8,43.47826086956522,0.0,50.0,4.5,0.7,0.6,0.4,1.3,1.0
Greg Graham,70,4.8,38.63636363636363,0.0,81.25,1.2,0.9,0.9,0.1,0.9,1.0
Brett Szabo,70,2.2,47.05882352941177,0.0,66.66666666666667,2.4,0.2,0.2,0.5,0.6,0.0
Michael Carter-Williams,70,16.7,40.397350993377486,26.666666666666668,71.15384615384615,6.2,6.3,1.9,0.6,3.5,0.0
Mark Madsen,70,2.0,50.0,0.0,80.0,2.2,0.3,0.1,0.1,0.4,1.0
Dominic McGuire,70,1.3,40.0,0.0,40.0,2.0,0.6,0.3,0.4,0.6,1.0
Gerald Paddio,70,7.2,41.666666666666664,33.333333333333336,84.61538461538463,1.7,1.3,0.3,0.1,1.0,0.0
Grant Hill,70,19.9,48.026315789473685,25.0,72.6027397260274,6.4,5.0,1.8,0.9,2.9,1.0
Drew Gooden,70,12.5,45.945945945945944,28.571428571428573,73.33333333333334,6.5,1.2,0.8,0.5,2.1,1.0
A.J. English,70,8.8,43.90243902439025,0.0,72.72727272727272,2.1,2.5,0.4,0.2,1.6,0.0
Brad Lohaus,70,4.2,48.57142857142857,0.0,77.77777777777777,2.0,0.7,0.3,0.6,0.8,1.0
Jarvis Hayes,70,9.6,40.4040404040404,31.578947368421055,78.57142857142858,3.8,1.5,1.0,0.2,1.6,1.0
Trey Burke,70,12.8,38.28125,33.333333333333336,93.75,3.0,5.7,0.6,0.1,1.9,0.0
Terry Cummings,70,23.7,52.40641711229947,0.0,71.1864406779661,10.6,2.5,1.8,0.9,2.9,1.0
Mason Plumlee,70,7.4,65.11627906976744,0.0,60.714285714285715,4.4,0.9,0.7,0.8,1.1,0.0
Damon Stoudamire,70,19.0,42.857142857142854,39.583333333333336,80.95238095238095,4.0,9.3,1.4,0.3,3.8,1.0
Roy Hibbert,70,7.1,46.666666666666664,0.0,66.66666666666666,3.5,0.7,0.3,1.1,0.8,1.0
Jarron Collins,70,6.4,46.938775510204074,0.0,73.07692307692308,4.2,0.8,0.4,0.3,0.8,1.0
Rashad Vaughn,70,3.1,31.578947368421055,28.57142857142857,100.0,1.3,0.6,0.4,0.2,0.4,0.0
Calvin Garrett,70,6.1,45.762711864406775,0.0,77.77777777777777,3.8,1.9,0.7,0.1,1.3,0.0
Meyers Leonard,69,5.5,55.00000000000001,0.0,76.92307692307692,3.7,0.5,0.2,0.6,0.7,1.0
Glen Davis,69,4.5,50.0,0.0,63.63636363636363,3.0,0.4,0.5,0.3,0.9,1.0
Austin Daye,69,5.1,46.51162790697675,28.571428571428573,87.5,2.5,0.5,0.4,0.4,0.7,1.0
John Wall,69,16.4,41.13475177304964,29.411764705882355,77.19298245614036,4.6,8.3,1.8,0.5,3.8,1.0
Jeff Martin,69,6.3,41.666666666666664,0.0,68.42105263157895,2.3,0.6,0.6,0.2,0.7,0.0
Luke Ridnour,69,5.5,41.1764705882353,33.333333333333336,81.81818181818181,1.6,2.4,0.8,0.1,1.2,1.0
Pete Chilcutt,69,3.6,44.44444444444444,0.0,75.0,2.7,0.6,0.5,0.3,0.6,1.0
Ike Diogu,69,7.0,52.083333333333336,0.0,83.33333333333334,3.3,0.4,0.2,0.4,1.1,1.0
Don Reid,69,3.8,55.55555555555555,0.0,63.63636363636363,2.9,0.2,0.7,0.6,0.6,1.0
Gary Trent,69,7.5,51.61290322580645,0.0,55.00000000000001,3.4,0.7,0.4,0.2,1.3,1.0
Terence Morris,68,3.8,37.2093023255814,18.18181818181818,75.0,3.1,0.9,0.3,0.4,0.7,0.0
Brent Price,68,3.9,36.58536585365854,14.285714285714286,80.0,1.5,2.3,0.8,0.0,1.3,1.0
Kenyon Martin,68,12.0,44.73684210526315,0.0,64.28571428571429,7.4,1.9,1.1,1.7,2.0,1.0
Renaldo Balkman,68,4.9,50.0,25.0,61.53846153846153,4.3,0.6,0.8,0.7,0.7,1.0
James Johnson,68,5.3,54.285714285714285,0.0,60.0,4.5,0.6,0.1,1.1,1.0,1.0
Brian Davis,68,1.9,31.578947368421055,0.0,70.0,0.8,0.3,0.2,0.1,0.3,0.0
Steve Henson,68,3.1,42.85714285714286,37.5,100.0,0.8,1.9,0.5,0.0,0.6,1.0
Kirk Snyder,68,5.0,37.5,30.769230769230766,64.28571428571429,1.8,0.5,0.4,0.3,0.8,0.0
Sebastian Telfair,68,6.8,39.682539682539684,30.0,75.0,1.5,3.3,0.5,0.1,1.8,1.0
Warren Kidd,68,3.6,60.0,0.0,53.84615384615385,3.4,0.3,0.3,0.3,0.7,0.0
Hakim Warrick,68,4.1,44.11764705882353,0.0,64.70588235294119,2.1,0.4,0.2,0.3,0.8,1.0
Dean Garrett,68,8.0,57.89473684210526,0.0,70.0,7.3,0.6,0.6,1.4,0.5,1.0
David Noel,68,2.7,38.46153846153846,37.5,83.33333333333334,1.8,1.0,0.4,0.1,0.6,0.0
Bobby Brown,68,5.3,39.62264150943396,36.8421052631579,83.33333333333334,0.8,1.7,0.3,0.0,0.9,0.0
Larry Krystkowiak,68,6.6,45.45454545454545,0.0,72.72727272727272,3.5,1.3,0.3,0.2,1.0,1.0
Walker Russell,68,2.7,37.03703703703704,0.0,77.77777777777777,1.1,1.9,0.2,0.0,1.4,1.0
John Bagley,68,5.7,43.63636363636363,0.0,75.0,1.4,2.5,0.8,0.1,1.7,1.0
Bobby Jackson,68,11.6,39.6551724137931,25.0,81.48148148148148,4.4,4.7,1.5,0.2,2.7,1.0
Alfredrick Hughes,68,5.2,40.00000000000001,0.0,58.333333333333336,1.7,0.9,0.4,0.1,0.9,0.0
John Wallace,68,4.8,51.42857142857143,0.0,75.0,2.3,0.5,0.3,0.4,1.1,1.0
Ben Coleman,68,6.6,58.69565217391305,0.0,72.22222222222221,4.2,0.5,0.5,0.5,1.4,1.0
Cedrick Hordges,68,8.4,46.47887323943662,0.0,70.37037037037037,6.7,1.5,0.5,0.3,1.8,0.0
Kenny Walker,68,10.4,49.411764705882355,0.0,77.77777777777777,5.0,1.1,0.7,0.7,1.1,1.0
Kris Humphries,67,4.1,39.53488372093023,0.0,46.666666666666664,2.9,0.6,0.4,0.3,0.8,1.0
David Lee,67,5.1,58.82352941176471,0.0,61.111111111111114,4.5,0.6,0.5,0.3,0.8,1.0
Anthony Morrow,67,10.1,47.5,48.148148148148145,85.71428571428572,3.0,1.2,0.5,0.2,0.8,1.0
Josh Howard,67,8.6,43.0379746835443,30.0,66.66666666666666,5.5,1.4,1.0,0.8,1.0,1.0
Marcus Smart,67,7.8,36.61971830985916,34.146341463414636,63.15789473684211,3.3,3.1,1.5,0.3,1.3,0.0
Eddie Robinson,67,7.0,55.17241379310345,0.0,70.0,2.7,0.5,0.7,0.4,0.6,1.0
Reggie Evans,67,3.2,47.61904761904762,0.0,52.173913043478265,6.6,0.5,0.6,0.2,0.8,1.0
Rodney Carney,67,6.6,45.762711864406775,36.36363636363636,61.53846153846153,1.9,0.4,0.6,0.3,0.6,1.0
Stephon Marbury,67,15.8,40.76923076923077,34.883720930232556,74.0,2.7,7.8,1.0,0.3,3.1,1.0
Speedy Claxton,67,7.2,40.298507462686565,20.0,85.0,2.4,3.0,1.4,0.1,1.4,1.0
Harold Pressley,67,4.6,42.5531914893617,25.0,71.42857142857143,2.6,1.8,0.6,0.3,0.9,0.0
Greg Grant,67,3.1,37.5,0.0,66.66666666666667,0.9,2.5,0.5,0.0,1.1,1.0
Khalid Reeves,67,9.2,44.927536231884055,38.46153846153846,72.41379310344828,2.8,4.3,1.1,0.1,2.0,1.0
Dell Curry,67,4.9,42.857142857142854,33.333333333333336,66.66666666666667,1.2,0.9,0.4,0.1,0.7,1.0
Winston Garland,67,12.4,43.96551724137931,33.333333333333336,91.30434782608697,3.4,6.4,1.7,0.1,2.5,1.0
Ozell Jones,67,3.7,59.25925925925925,0.0,41.66666666666667,3.6,0.8,0.5,0.8,0.9,0.0
Dale Ellis,67,8.2,45.945945945945944,50.0,72.22222222222221,3.7,0.8,0.6,0.1,1.2,1.0
Bryon Russell,67,5.0,47.61904761904762,0.0,60.0,2.7,0.8,1.0,0.3,0.8,1.0
Mark Price,67,6.9,41.26984126984127,30.0,82.3529411764706,1.7,3.0,0.6,0.1,1.6,1.0
Corie Blount,67,3.0,42.307692307692314,0.0,63.63636363636363,2.9,0.8,0.3,0.5,0.8,1.0
Mahmoud Abdul-Rauf,67,14.1,41.05960264900662,26.666666666666668,86.66666666666667,1.8,3.1,0.8,0.1,1.6,1.0
Greg Sutton,67,3.7,38.888888888888886,30.769230769230766,71.42857142857143,0.7,1.4,0.4,0.1,1.0,0.0
Eric Washington,66,7.7,40.0,33.33333333333333,76.92307692307692,1.9,1.2,0.8,0.4,1.1,0.0
Derek Anderson,66,11.7,40.44943820224719,23.076923076923077,87.5,2.8,3.4,1.3,0.2,1.9,1.0
Brandon Knight,66,12.8,41.02564102564103,38.095238095238095,76.19047619047619,3.2,3.8,0.7,0.1,2.6,1.0
Derrick Williams,66,8.8,41.333333333333336,28.57142857142857,70.0,4.7,0.6,0.5,0.5,1.2,1.0
Gary Plummer,66,3.8,40.0,0.0,71.42857142857143,2.0,0.4,0.2,0.2,0.8,0.0
Bill Martin,66,5.0,48.88888888888889,0.0,87.5,1.5,0.8,0.3,0.1,0.9,0.0
Ryan Anderson,66,7.4,38.70967741935484,34.48275862068966,83.33333333333333,4.7,0.8,0.7,0.3,0.9,1.0
Clifford Rozier,66,6.8,49.152542372881356,0.0,43.47826086956522,7.4,0.7,0.5,0.6,1.4,0.0
Chris Singleton,66,4.6,38.29787234042553,36.8421052631579,71.42857142857143,3.5,0.7,1.1,0.5,0.6,0.0
Klay Thompson,66,12.5,44.03669724770642,41.463414634146346,85.71428571428572,2.4,2.0,0.7,0.3,1.6,1.0
Quincy Pondexter,66,2.8,40.74074074074074,37.5,80.0,1.3,0.4,0.3,0.1,0.2,1.0
Kemba Walker,66,12.1,37.06896551724138,29.411764705882355,78.125,3.5,4.4,0.9,0.3,1.8,1.0
Tim Kempton,66,4.4,48.387096774193544,0.0,66.66666666666666,2.9,0.8,0.6,0.2,0.7,1.0
Willie Cauley-Stein,66,7.0,56.86274509803922,0.0,63.15789473684211,5.3,0.6,0.7,1.0,0.7,0.0
Ken Norman,66,8.6,48.684210526315795,0.0,50.0,4.0,1.2,0.7,0.5,1.6,1.0
Smush Parker,66,6.2,41.1764705882353,33.333333333333336,83.33333333333333,1.8,2.5,0.7,0.2,2.0,1.0
Daniel Ewing,66,3.8,38.46153846153846,25.0,71.42857142857143,1.3,1.3,0.6,0.1,0.9,0.0
Sam Cassell,66,6.7,42.3728813559322,30.769230769230766,87.5,2.0,2.9,0.9,0.1,1.4,1.0
Donald Royal,66,5.9,46.15384615384615,0.0,76.66666666666666,2.1,0.7,0.5,0.1,1.2,1.0
Isaiah Thomas,65,11.5,44.31818181818181,38.23529411764706,85.71428571428572,2.6,4.1,0.8,0.1,1.6,1.0
Duane Cooper,65,2.4,41.66666666666667,20.0,80.0,0.8,2.3,0.3,0.0,1.1,0.0
Courtney Alexander,65,9.5,42.04545454545454,42.85714285714286,82.60869565217392,2.2,1.0,0.7,0.1,1.1,0.0
Norris Cole,65,6.8,39.130434782608695,25.0,76.92307692307692,1.4,2.0,0.7,0.0,1.6,1.0
Rory White,65,5.0,55.55555555555556,0.0,64.70588235294119,1.6,0.5,0.3,0.0,0.8,1.0
Tony Battie,65,8.4,44.44444444444444,0.0,68.75,5.4,0.9,0.8,1.1,1.5,1.0
Trevor Booker,65,5.3,53.84615384615385,0.0,62.5,3.9,0.5,0.5,0.7,0.6,1.0
Anthony Jones,65,5.0,40.0,33.333333333333336,80.0,1.6,1.1,0.7,0.3,0.8,0.0
Juwan Howard,65,17.0,48.951048951048946,0.0,66.66666666666667,8.4,2.5,0.8,0.2,2.5,1.0
Ty Lawson,65,8.3,51.666666666666664,38.46153846153846,72.72727272727272,1.9,3.1,0.7,0.0,1.3,1.0
Michael Anderson,65,7.4,50.0,0.0,55.55555555555555,4.5,1.0,1.0,0.3,1.2,0.0
Calbert Cheaney,65,12.0,46.728971962616825,0.0,76.0,2.9,1.9,1.0,0.1,1.7,1.0
John Shasky,65,5.5,50.0,0.0,69.23076923076923,3.6,0.3,0.2,0.2,0.7,0.0
Channing Frye,65,12.3,47.95918367346938,0.0,82.85714285714286,5.8,0.8,0.5,0.7,1.5,1.0
Kevin Duckworth,65,5.4,47.61904761904762,0.0,66.66666666666666,3.4,0.4,0.3,0.3,1.2,1.0
Ed Davis,65,7.7,57.89473684210526,0.0,55.00000000000001,7.1,0.6,0.6,1.0,0.7,1.0
Rasheed Wallace,65,10.1,48.27586206896552,30.769230769230766,66.66666666666667,4.7,1.3,0.7,0.8,1.6,1.0
Shandon Anderson,65,5.9,46.938775510204074,57.142857142857146,66.66666666666667,2.8,0.8,0.4,0.1,1.1,1.0
Jerami Grant,65,6.3,35.18518518518518,33.333333333333336,60.0,3.0,1.2,0.6,1.1,1.3,0.0
Tony Smith,64,3.7,44.11764705882353,0.0,66.66666666666667,1.1,2.1,0.4,0.2,1.1,1.0
Rick Calloway,64,3.2,40.0,0.0,75.0,1.2,1.0,0.3,0.1,0.8,0.0
Eric Williams,64,10.7,44.705882352941174,0.0,65.95744680851064,3.4,1.1,0.9,0.2,1.4,1.0
Kennard Winchester,64,3.7,39.473684210526315,33.333333333333336,71.42857142857143,1.0,0.4,0.3,0.2,0.5,0.0
Mark Blount,64,3.9,51.61290322580645,0.0,70.0,3.6,0.5,0.6,1.2,1.0,1.0
Terry Dehere,64,5.3,37.735849056603776,44.44444444444444,76.92307692307692,1.1,1.2,0.4,0.1,0.9,1.0
Cherokee Parks,64,3.9,41.02564102564103,25.0,60.0,3.4,0.5,0.4,0.5,0.5,1.0
Anthony Davis,64,13.5,51.88679245283019,0.0,74.28571428571429,8.2,1.0,1.2,1.8,1.4,1.0
Ricky Berry,64,11.0,44.9438202247191,40.0,76.92307692307692,3.1,1.3,0.6,0.3,1.3,0.0
Tracy McGrady,64,7.0,45.16129032258064,33.333333333333336,70.58823529411765,4.2,1.5,0.8,0.9,1.0,1.0
Sam Worthen,64,3.7,50.0,0.0,77.77777777777777,1.8,1.8,0.9,0.1,1.4,0.0
Mario West,64,0.9,37.5,0.0,75.0,0.8,0.2,0.2,0.1,0.1,0.0
Mark Alarie,64,7.9,49.27536231884058,0.0,62.5,3.3,1.2,0.3,0.4,0.9,1.0
Grant Gondrezick,64,5.5,44.680851063829785,33.333333333333336,70.58823529411765,1.7,1.3,0.4,0.1,0.9,0.0
Derrick Alston,64,4.7,47.5,0.0,47.36842105263158,3.4,0.5,0.6,0.6,0.8,0.0
Eddie Jones,64,14.0,45.689655172413794,36.8421052631579,73.07692307692308,3.9,2.0,2.0,0.6,1.2,1.0
John Battle,64,4.3,45.714285714285715,0.0,75.0,1.0,1.2,0.4,0.1,0.7,1.0
Ken Johnson,64,4.1,54.54545454545455,0.0,46.15384615384615,3.8,0.3,0.2,0.3,0.9,0.0
Terry Catledge,64,7.7,47.76119402985074,0.0,63.63636363636363,4.3,0.3,0.5,0.1,1.1,1.0
Shelvin Mack,64,3.6,41.1764705882353,28.571428571428573,77.77777777777777,1.4,2.0,0.4,0.0,0.8,1.0
Randy Livingston,64,3.9,44.44444444444444,33.333333333333336,70.0,1.5,2.4,0.6,0.2,1.6,1.0
Travis Mays,64,14.3,40.7079646017699,35.483870967741936,76.92307692307692,2.8,4.0,1.3,0.2,2.5,0.0
Earl Watson,64,3.6,45.45454545454546,42.85714285714286,66.66666666666667,1.3,2.0,0.9,0.1,0.8,1.0
John Douglas,64,7.0,45.9016393442623,33.333333333333336,62.5,1.4,2.3,0.8,0.1,1.4,0.0
Dale Davis,64,6.2,54.54545454545454,0.0,58.333333333333336,6.4,0.5,0.4,1.2,0.8,1.0
John Salmons,64,2.1,44.44444444444444,40.0,80.0,0.9,0.7,0.3,0.1,0.5,1.0
Kurt Rambis,64,4.6,50.0,0.0,50.0,5.4,0.9,0.9,1.2,1.2,1.0
Kawhi Leonard,64,7.9,49.20634920634921,35.294117647058826,78.57142857142858,5.1,1.1,1.3,0.4,0.7,1.0
J.R. Bremer,64,8.3,36.986301369863014,35.55555555555556,76.47058823529412,2.3,2.6,0.6,0.1,0.9,0.0
Kenny Anderson,64,7.0,38.666666666666664,0.0,73.33333333333334,2.0,3.2,1.1,0.1,1.5,1.0
Jose Slaughter,63,3.6,36.8421052631579,14.285714285714286,66.66666666666667,1.1,0.8,0.6,0.1,0.7,0.0
John Henson,63,6.0,49.05660377358491,0.0,52.94117647058824,4.7,0.5,0.3,0.7,0.8,1.0
DeQuan Jones,63,3.7,42.857142857142854,16.666666666666668,62.5,1.7,0.3,0.3,0.3,0.5,0.0
Larry Nance Jr.,63,5.5,52.083333333333336,0.0,71.42857142857143,5.0,0.7,0.9,0.4,0.7,0.0
Leon Powe,63,4.2,46.42857142857143,0.0,73.91304347826087,3.4,0.2,0.2,0.3,0.8,1.0
Kurt Nimphius,63,5.3,46.808510638297875,0.0,58.82352941176471,4.7,1.0,0.3,1.3,0.9,1.0
Tarik Black,63,6.0,58.139534883720934,0.0,52.631578947368425,5.8,0.7,0.3,0.4,0.8,0.0
LaMarcus Aldridge,63,9.0,50.0,0.0,72.22222222222221,5.0,0.4,0.3,1.2,0.7,1.0
Terry Davis,63,4.7,45.238095238095234,0.0,64.28571428571429,3.6,0.4,0.4,0.4,1.1,1.0
Lancaster Gordon,63,4.1,36.95652173913044,0.0,75.0,1.0,1.4,0.5,0.1,1.1,0.0
Greg Minor,63,6.0,52.083333333333336,0.0,83.33333333333334,2.2,1.0,0.5,0.3,0.7,1.0
Dante Cunningham,63,3.9,50.0,0.0,62.5,2.5,0.2,0.4,0.3,0.2,1.0
Walter Berry,63,15.9,53.278688524590166,0.0,65.21739130434783,4.9,1.7,0.6,0.6,2.4,0.0
Chandler Parsons,63,9.5,44.827586206896555,35.714285714285715,58.333333333333336,4.8,2.1,1.2,0.5,1.3,1.0
Jim Brogan,63,6.3,44.827586206896555,20.0,76.92307692307692,1.9,2.5,0.8,0.2,1.3,0.0
Markieff Morris,63,7.4,40.57971014492753,35.0,70.58823529411765,4.4,1.0,0.7,0.7,1.1,1.0
Marcus Camby,63,14.8,48.78048780487805,0.0,69.04761904761905,6.3,1.5,1.1,2.1,2.1,1.0
Cedric Ceballos,63,8.2,47.76119402985074,0.0,65.38461538461539,2.4,0.6,0.3,0.1,1.1,1.0
Kelly Oubre,63,3.7,42.42424242424243,30.769230769230766,62.5,2.1,0.2,0.3,0.1,0.5,0.0
Will Solomon,62,5.2,33.9622641509434,26.923076923076923,66.66666666666667,1.1,1.5,0.6,0.1,1.0,0.0
Shawn Respert,62,4.9,38.29787234042553,35.0,85.71428571428572,1.2,1.1,0.5,0.1,0.7,0.0
Anthony Tucker,62,3.9,44.11764705882353,0.0,61.53846153846153,2.7,1.1,0.7,0.2,0.9,0.0
Kevin Pritchard,62,3.9,37.83783783783784,20.0,83.33333333333334,1.0,1.3,0.5,0.1,0.9,0.0
Brook Steppe,62,4.0,50.0,0.0,75.0,1.2,1.1,0.4,0.1,0.9,1.0
K.J. McDaniels,62,7.9,40.0,29.166666666666668,76.19047619047619,3.2,1.2,0.7,1.1,1.7,0.0
Mike Brown,62,4.2,53.125,0.0,58.333333333333336,3.5,0.4,0.3,0.1,0.9,1.0
Rafael Addison,62,5.8,45.28301886792453,37.5,80.0,1.7,0.7,0.4,0.1,0.9,1.0
Antoine Carr,62,8.0,53.333333333333336,0.0,76.19047619047619,3.7,1.3,0.5,1.3,1.7,1.0
Jimmy King,62,4.5,43.90243902439025,20.0,75.0,1.8,1.4,0.3,0.2,1.0,0.0
Andrew Lang,62,2.6,52.631578947368425,0.0,60.0,2.4,0.1,0.3,0.8,0.5,1.0
Tim Perry,62,4.1,53.125,0.0,60.0,2.1,0.3,0.3,0.5,0.6,1.0
Cliff Levingston,62,5.6,47.72727272727273,0.0,58.333333333333336,3.7,0.8,0.4,0.6,1.2,1.0
Royal Ivey,62,3.5,43.75,0.0,72.72727272727272,1.4,1.7,0.6,0.1,0.9,1.0
Jerrod Mustaf,62,4.3,45.945945945945944,0.0,64.28571428571429,2.7,0.6,0.2,0.2,1.0,0.0
Keith Van Horn,62,19.7,42.60355029585799,30.555555555555557,85.71428571428571,6.6,1.7,1.0,0.4,2.6,1.0
Bo Kimble,62,6.9,38.80597014925373,30.0,78.94736842105263,1.9,1.2,0.5,0.1,1.2,0.0
Bobby Portis,62,7.0,42.857142857142854,37.5,72.72727272727272,5.4,0.8,0.4,0.3,0.9,0.0
Brendan Haywood,62,5.1,50.0,0.0,61.53846153846153,5.2,0.5,0.3,1.5,0.8,1.0
Dave Feitl,62,3.7,42.42424242424243,0.0,81.81818181818181,1.9,0.4,0.1,0.1,0.6,1.0
Don MacLean,62,6.6,43.10344827586207,0.0,83.33333333333333,2.0,0.6,0.2,0.1,0.7,1.0
John Jenkins,61,6.1,43.75,39.130434782608695,90.9090909090909,1.5,0.9,0.2,0.2,0.7,1.0
Paul George,61,7.8,44.61538461538461,30.434782608695656,76.47058823529412,3.7,1.1,1.0,0.4,1.1,1.0
Dwyane Wade,61,16.2,46.56488549618321,33.333333333333336,74.50980392156863,4.0,4.5,1.4,0.6,3.2,1.0
Tom Hammonds,61,5.3,43.75,0.0,62.5,2.8,0.8,0.2,0.2,0.8,1.0
Austin Rivers,61,6.2,37.5,35.714285714285715,55.55555555555556,1.8,2.1,0.4,0.1,1.2,1.0
Dennis Hopson,61,9.6,40.0,28.571428571428573,72.41379310344828,2.3,1.9,0.9,0.4,1.9,1.0
Tony Delk,61,5.4,47.61904761904762,50.0,87.5,1.6,1.6,0.6,0.1,1.1,1.0
Salim Stoudamire,61,9.7,40.74074074074074,37.142857142857146,88.88888888888889,1.9,1.2,0.4,0.1,1.3,0.0
Steven Smith,61,12.0,45.79439252336449,35.0,76.19047619047619,3.1,4.6,1.0,0.3,2.5,0.0
Kenny Smith,61,13.8,47.368421052631575,33.333333333333336,81.81818181818183,2.3,7.1,1.5,0.1,3.0,1.0
Jimmer Fredette,61,7.6,38.35616438356165,37.142857142857146,87.5,1.2,1.8,0.5,0.1,1.1,1.0
Ryan Gomes,61,7.6,48.275862068965516,0.0,75.0,4.9,1.0,0.6,0.1,0.9,1.0
Martell Webster,61,6.6,40.35087719298245,36.66666666666667,83.33333333333334,2.1,0.6,0.3,0.2,0.7,1.0
Dion Waiters,61,14.7,41.04477611940298,30.303030303030305,74.28571428571429,2.4,3.0,1.0,0.3,2.0,1.0
Greg Oden,61,8.9,55.17241379310345,0.0,64.86486486486486,7.0,0.5,0.4,1.1,1.4,0.0
Jamal Crawford,61,4.6,36.0,36.8421052631579,66.66666666666667,1.5,2.3,0.7,0.2,1.4,1.0
Aaron Gray,61,4.3,51.515151515151516,0.0,56.25,2.8,0.7,0.3,0.3,0.9,1.0
Junior Burrough,61,3.1,35.714285714285715,0.0,66.66666666666667,1.8,0.2,0.3,0.2,0.7,0.0
Hassan Adams,61,2.9,54.54545454545454,0.0,66.66666666666667,1.3,0.2,0.3,0.1,0.4,0.0
Josh Boone,61,4.2,57.142857142857146,0.0,52.94117647058824,2.9,0.2,0.2,0.3,0.5,0.0
Buck Johnson,60,3.8,47.05882352941177,0.0,70.0,1.5,0.7,0.3,0.3,0.6,1.0
Myles Turner,60,10.3,50.0,50.0,75.0,5.5,0.7,0.4,1.4,1.1,0.0
Jodie Meeks,60,4.7,37.77777777777778,31.818181818181817,71.42857142857143,1.6,0.7,0.3,0.1,0.4,1.0
Robin Lopez,60,3.1,52.173913043478265,0.0,72.72727272727272,2.0,0.1,0.2,0.7,0.5,1.0
Jim Petersen,60,3.2,50.0,0.0,72.72727272727272,2.5,0.5,0.2,0.5,1.2,1.0
Cory Alexander,60,2.8,42.307692307692314,36.36363636363636,75.0,0.7,2.0,0.5,0.0,1.1,1.0
Andre Drummond,60,7.9,61.40350877192982,0.0,37.03703703703704,7.6,0.5,1.0,1.6,0.9,1.0
Daniel Gibson,60,4.6,41.02564102564103,42.857142857142854,71.42857142857143,1.5,1.2,0.4,0.1,0.7,1.0
Chris Hunter,60,4.5,50.0,0.0,75.0,2.8,0.6,0.2,0.6,0.5,0.0
Edgar Jones,60,8.7,53.333333333333336,0.0,66.66666666666667,4.4,0.7,0.6,1.4,1.7,1.0
Chris Carr,60,4.0,41.666666666666664,28.571428571428573,80.0,1.7,0.7,0.2,0.1,0.7,1.0
Larry Sanders,60,4.3,42.22222222222222,0.0,62.5,3.0,0.3,0.4,1.2,0.6,1.0
David Wesley,60,3.1,37.931034482758626,25.0,77.77777777777777,0.7,2.1,0.6,0.1,0.9,1.0
Reggie Carter,60,2.8,33.333333333333336,0.0,75.0,1.2,1.3,0.4,0.0,0.6,0.0
Loren Woods,60,1.8,37.5,0.0,70.0,2.0,0.4,0.3,0.6,0.6,1.0
Charles Shackleford,60,3.1,50.0,0.0,57.142857142857146,2.6,0.4,0.3,0.3,0.5,1.0
Cory Blackwell,60,3.4,37.5,0.0,55.55555555555556,1.6,0.4,0.4,0.1,0.7,0.0
Jamie Watson,60,3.3,52.0,33.333333333333336,66.66666666666667,1.2,1.0,0.6,0.2,0.8,0.0
Dickey Simpkins,59,3.5,41.935483870967744,0.0,66.66666666666667,2.6,0.6,0.2,0.1,0.8,1.0
Daequan Cook,59,8.8,37.931034482758626,32.5,80.0,3.0,1.3,0.4,0.1,1.1,1.0
Alexander Johnson,59,4.4,51.724137931034484,0.0,65.0,3.1,0.3,0.4,0.6,0.8,0.0
Billy Thompson,59,5.6,54.54545454545454,0.0,61.53846153846153,2.9,1.0,0.3,0.5,1.0,1.0
Billy Reid,59,3.2,45.16129032258064,0.0,57.142857142857146,1.0,1.2,0.6,0.1,1.3,0.0
Walt Williams,59,17.0,43.884892086330936,31.25,74.50980392156863,4.5,3.0,1.1,0.5,3.0,1.0
